Title,Url,State
Hastings Tribune,http://www.hastingstribune.com/,nebraska
Independent Grand Island,http://www.theindependent.com/,nebraska
Beatrice Daily Sun,https://beatricedailysun.com/,nebraska
Fremont Tribune,https://fremonttribune.com/,nebraska
Kearney Hub,http://www.kearneyhub.com/,nebraska
McCook Gazette,http://www.mccookgazette.com/,nebraska
Journal Star Lincoln,https://journalstar.com/,nebraska
Norfolk Daily News,http://norfolkdailynews.com/,nebraska
Omaha World-Herald,https://www.omaha.com/,nebraska
York News Times,http://www.yorknewstimes.com/,nebraska
Sidney Sun-Telegraph,http://www.suntelegraph.com/,nebraska
Star-Herald Scottsbluff,http://www.starherald.com/,nebraska
Omaha Daily Record,http://www.omahadailyrecord.com/,nebraska
North Platte Telegraph,http://www.nptelegraph.com/,nebraska
Nevada Appeal,https://www.nevadaappeal.com/,nevada
Las Vegas Sun,https://lasvegassun.com,nevada
Ely Times,http://www.elynews.com/,nevada
Sparks Tribune,http://www.dailysparkstribune.com/,nevada
Reno Gazette-Journal,https://www.rgj.com/,nevada
Elko Daily Free Press,http://elkodaily.com/,nevada
Concord Monitor,http://www.concordmonitor.com/,new-hampshire
Conway Daily Sun,https://www.conwaydailysun.com/,new-hampshire
Sentinel Keene,http://www.sentinelsource.com/,new-hampshire
Foster's Daily Democrat,http://www.fosters.com/,new-hampshire
Laconia Daily Sun,http://www.laconiadailysun.com/,new-hampshire
Portsmouth Herald,http://www.seacoastonline.com/,new-hampshire
Union Leader Manchester,http://www.unionleader.com/,new-hampshire
Nashua Telegraph,http://www.nashuatelegraph.com/,new-hampshire
Alamogordo News,https://www.alamogordonews.com/,new-mexico
Artesia Daily Press,http://www.artesianews.com/,new-mexico
Los Alamos Monitor,http://www.lamonitor.com/,new-mexico
Albuquerque Journal,https://www.abqjournal.com/,new-mexico
Carlsbad Current-Argus,https://www.currentargus.com/,new-mexico
Hobbs News-Sun,http://www.hobbsnews.com/,new-mexico
Silver City Daily Press,http://www.scdailypress.com/,new-mexico
Daily Times Farmington,https://www.daily-times.com/,new-mexico
Deming Headlight,https://www.demingheadlight.com/,new-mexico
Gallup Independent,http://gallupindependent.com/,new-mexico
Las Cruces Sun-News,https://www.lcsun-news.com/,new-mexico
Santa Fe New Mexican,http://www.santafenewmexican.com/,new-mexico
Roswell Daily Record,https://www.rdrnews.com/,new-mexico
Hudson Valley 360,https://www.hudsonvalley360.com/,new-york
Binghamton New York,https://www.pressconnects.com/,new-york
Auburn Citizen,http://auburnpub.com/,new-york
Albany Times Union,https://www.timesunion.com/,new-york
Amsterdam Recorder,https://www.recordernews.com/,new-york
Batavia News,http://www.thedailynewsonline.com/,new-york
Buffalo News,http://buffalonews.com/,new-york
Canandaigua Messenger,http://www.mpnnow.com/,new-york
Post-Star Glens Falls,http://poststar.com/,new-york
Herkimer Times Telegram,http://www.timestelegram.com/,new-york
Jamestown Post-Journal,http://www.post-journal.com/,new-york
Kingston Freeman,http://www.dailyfreeman.com/,new-york
Cortland Standard,http://cortlandstandard.net/,new-york
Corning Leader,http://www.the-leader.com/,new-york
Dunkirk Observer,http://www.observertoday.com/,new-york
Oswego County Today,https://oswegocountytoday.com/,new-york
Star-Gazette Elmira,https://www.stargazette.com/,new-york
Finger Lakes Times Geneva,http://www.fltimes.com/,new-york
Leader-Herald Gloversville,http://www.leaderherald.com/,new-york
Lockport Union-Sun & Journal,http://www.lockportjournal.com/,new-york
Ithaca Journal,https://www.ithacajournal.com/,new-york
Newsday Melville,https://www.newsday.com/,new-york
Salamanca Press,http://www.salamancapress.com/,new-york
Rome Sentinel,http://romesentinel.com/,new-york
Saratogian,http://www.saratogian.com/,new-york
Niagara Gazette,http://www.niagara-gazette.com/,new-york
Times Herald-Record,http://www.recordonline.com/,new-york
Evening Sun Norwich,http://www.evesun.com/,new-york
Oneida Daily Dispatch,http://www.oneidadispatch.com/,new-york
Olean Times-Herald,http://www.oleantimesherald.com/,new-york
Oneonta Star,http://www.thedailystar.com/,new-york
Staten Island Advance,http://www.silive.com/,new-york
Gazette Schenectady,http://www.dailygazette.com/,new-york
Post-Standard Syracuse,http://www.syracuse.com/,new-york
Journal News lohud,https://www.lohud.com/,new-york
Utica Observer-Dispatch,http://www.uticaod.com/,new-york
Poughkeepsie Journal,https://www.poughkeepsiejournal.com/,new-york
Plattsburgh Press-Republican,http://www.pressrepublican.com/,new-york
Democrat and Chronicle,https://www.democratandchronicle.com/,new-york
Troy Record,http://www.troyrecord.com/,new-york
Wellsville Daily Reporter,http://www.wellsvilledaily.com/,new-york
NY Daily News,https://www.nydailynews.com,new-york
The Jersey Journal,https://www.nj.com/,new-jersey
Central New Jersey News,https://www.mycentraljersey.com/,new-jersey
Press of Atlantic City,https://www.pressofatlanticcity.com/,new-jersey
Lehigh Valley Live,https://www.lehighvalleylive.com/,new-jersey
Courier-Post Cherry Hill,https://www.courierpostonline.com/,new-jersey
Asbury Park Press,https://www.app.com/,new-jersey
Parsippany Daily Record,https://www.dailyrecord.com/,new-jersey
New Jersey Herald,https://www.njherald.com/,new-jersey
Vineland Daily Journal,https://www.thedailyjournal.com/,new-jersey
North Jersey,https://www.northjersey.com/,new-jersey
Trentonian,https://www.trentonian.com/,new-jersey
Burlington County Times,http://www.burlingtoncountytimes.com/,new-jersey
Charlotte Observer,http://www.charlotteobserver.com/,north-carolina
Daily Reflector Greenville,http://www.reflector.com/,north-carolina
Raleigh News & Observer,http://www.newsobserver.com/,north-carolina
Citizen-Times Asheville,https://www.citizen-times.com/,north-carolina
Burlington Times-News,http://www.thetimesnews.com/,north-carolina
Asheboro Courier-Tribune,http://www.courier-tribune.com/,north-carolina
Durham Herald Sun,http://www.heraldsun.com/,north-carolina
Sampson Independent Clinton,https://www.clintonnc.com/,north-carolina
Daily Advance Elizabeth City,http://www.dailyadvance.com/,north-carolina
Daily Courier Forest City,http://www.thedigitalcourier.com/,north-carolina
Blue Ridge Now Hendersonville,http://www.blueridgenow.com/,north-carolina
Jacksonville Daily News,http://www.jdnews.com/,north-carolina
Laurinburg Exchange,https://www.laurinburgexchange.com/,north-carolina
Kinston Free Press,http://www.kinston.com/,north-carolina
The Dispatch Lexington,http://www.the-dispatch.com/,north-carolina
Fayetteville Observer,http://www.fayobserver.com/,north-carolina
Gaston Gazette,http://www.gastongazette.com/,north-carolina
Greensboro New and Record,http://www.greensboro.com/,north-carolina
Goldsboro News-Argus,http://www.newsargus.com/,north-carolina
Henderson Dispatch,http://www.hendersondispatch.com/,north-carolina
Hickory Daily Record,http://www.hickoryrecord.com/,north-carolina
Marion McDowell News,http://www.mcdowellnews.com/,north-carolina
Robesonian Lumberton,https://www.robesonian.com/,north-carolina
Morganton News Herald,http://www.morganton.com/,north-carolina
Shelby Star,http://www.shelbystar.com/,north-carolina
Sanford Herald,http://www.sanfordherald.com/,north-carolina
Statesville Record & Landmark,http://www.statesville.com/,north-carolina
Washington Daily News,https://www.thewashingtondailynews.com/,north-carolina
Tryon Daily Bulletin,http://www.tryondailybulletin.com/,north-carolina
Wilmington Star-News,http://www.starnewsonline.com/,north-carolina
New Bern Sun Journal,http://www.newbernsj.com/,north-carolina
Mount Airy News,https://www.mtairynews.com/,north-carolina
The Observer News-Enterprise,https://www.observernewsonline.com/,north-carolina
Richmond County Daily Journal,https://www.yourdailyjournal.com/,north-carolina
Roanoke Rapids Daily Herald,http://www.rrdailyherald.com/,north-carolina
Salisbury Post,https://www.salisburypost.com/,north-carolina
Winston-Salem Journal,http://www.journalnow.com/,north-carolina
Wilson Times,http://www.wilsontimes.com/,north-carolina
Grand Forks Herald,https://www.grandforksherald.com/,north-dakota
Bismarck Tribune,https://bismarcktribune.com/,north-dakota
Dickinson Press,http://www.thedickinsonpress.com/,north-dakota
Devils Lake Journal,http://www.devilslakejournal.com/,north-dakota
Jamestown Sun,http://www.jamestownsun.com/,north-dakota
Valley City Times-Record,https://www.times-online.com/,north-dakota
Williston Herald,https://www.willistonherald.com/,north-dakota
Minot Daily News,http://www.minotdailynews.com/,north-dakota
Wahpeton Daily News,https://www.wahpetondailynews.com/,north-dakota
Cleveland Plain Dealer,https://www.cleveland.com/,ohio
Cincinnati Enquirer,https://www.cincinnati.com/,ohio
Columbus Dispatch,http://www.dispatch.com/,ohio
Alliance Review,http://www.the-review.com/,ohio
Akron Beacon Journal,http://www.ohio.com/,ohio
Star-Beacon Ashtabula,http://www.starbeacon.com/,ohio
Chillicothe Gazette,https://www.chillicothegazette.com/,ohio
Canton Repository,http://www.cantonrep.com/,ohio
Coshocton Tribune,https://www.coshoctontribune.com/,ohio
Crescent-News,http://www.crescent-news.com/,ohio
Dayton Daily News,https://www.daytondailynews.com/,ohio
East Liverpool Review,http://www.reviewonline.com/,ohio
Ironton Tribune,http://www.irontontribune.com/,ohio
Daily Tribune Gallipolis,http://www.mydailytribune.com/,ohio
Jackson County Times Journal,https://www.timesjournal.com/,ohio
Bryan Times,http://bryantimes.com/,ohio
Athens Messenger,https://www.athensmessenger.com/,ohio
Jeffersonian Cambridge,http://www.daily-jeff.com/,ohio
Lancaster Eagle-Gazette,https://www.lancastereaglegazette.com/,ohio
Record-Courier Kent,http://www.record-courier.com/,ohio
Lima News,http://www.limaohio.com/,ohio
Springfield News-Sun,https://www.springfieldnewssun.com/,ohio
Toledo Blade,http://www.toledoblade.com/,ohio
Norwalk Reflector,http://www.norwalkreflector.com/,ohio
Times-Reporter New Philadelphia,http://www.timesreporter.com/,ohio
Daily Call Piqua,http://www.dailycall.com/,ohio
Lorain Morning Journal,http://www.morningjournal.com/,ohio
Logan Daily News,https://www.logandaily.com/,ohio
Mansfield News Journal,https://www.mansfieldnewsjournal.com/,ohio
Massillon Independent,http://www.indeonline.com/,ohio
Marietta Times,http://www.mariettatimes.com/,ohio
Newark Advocate,https://www.newarkadvocate.com/,ohio
Steubenville Herald-Star,http://www.hsconnect.com/,ohio
Sandusky Register,http://www.sanduskyregister.com/,ohio
Portsmouth Daily Times,http://www.portsmouth-dailytimes.com/,ohio
Sidney Daily News,http://www.sidneydailynews.com/,ohio
News-Herald Willoughby,http://www.news-herald.com/,ohio
Zanesville Times Recorder,https://www.zanesvilletimesrecorder.com/,ohio
Tribune Chronicle,http://www.tribtoday.com/,ohio
Vindicator Youngstown,http://www.vindy.com/,ohio
Altus Times,https://www.altustimes.com/,oklahoma
Claremore Progress,http://www.claremoreprogress.com/,oklahoma
Ada News,http://www.theadanews.com/,oklahoma
Ardmoreite,http://www.ardmoreite.com/,oklahoma
Enid News & Eagle,http://www.enidnews.com/,oklahoma
Durant Daily Democrat,http://www.durantdemocrat.com/,oklahoma
Garfield County Legal News,https://www.garfieldcountylegalnews.com/,oklahoma
Chickasha Express-Star,http://www.chickashanews.com/,oklahoma
Blackwell Journal-Tribune,http://www.blackwelljournaltribune.net/,oklahoma
Clinton Daily News,https://www.clintondailynews.com/,oklahoma
Examiner-Enterprise,http://www.examiner-enterprise.com/,oklahoma
Duncan Banner,http://www.duncanbanner.com/,oklahoma
Hugo Daily News,http://www.hugonews.com/,oklahoma
Guymon Daily Herald,http://www.guymondailyherald.com/,oklahoma
Lawton Constitution,http://www.swoknews.com/,oklahoma
Miami News Record,http://www.miamiok.com/,oklahoma
McAlester News-Capital,http://www.mcalesternews.com/,oklahoma
Muskogee Phoenix,http://www.muskogeephoenix.com/,oklahoma
Shawnee News-Star,http://www.news-star.com/,oklahoma
Seminole Producer,http://www.seminoleproducer.com/,oklahoma
Stillwater News Press,http://www.stwnewspress.com/,oklahoma
Journal Record,http://journalrecord.com/,oklahoma
Norman Transcript,http://www.normantranscript.com/,oklahoma
Oklahoman,http://newsok.com/,oklahoma
Poteau Daily News,http://www.poteaudailynews.com/,oklahoma
Ponca City News,https://www.poncacitynews.com/,oklahoma
Tulsa World,http://www.tulsaworld.com/,oklahoma
Woodward News,http://www.woodwardnews.net/,oklahoma
Tahlequah Daily Press,http://www.tahlequahdailypress.com/,oklahoma
Oregon Live Portland,https://www.oregonlive.com/,oregon
World Link Coos Bay,https://theworldlink.com/,oregon
Bend Bulletin,https://www.bendbulletin.com/,oregon
Daily Astorian,http://www.dailyastorian.com/,oregon
Albany Democrat-Herald,https://democratherald.com/,oregon
Daily Tidings,http://dailytidings.com/,oregon
Eugene Register-Guard,https://www.registerguard.com/,oregon
Corvallis Gazette-Times,https://www.gazettetimes.com/,oregon
Grants Pass Daily Courier,http://www.thedailycourier.com/,oregon
Medford Mail Tribune,http://mailtribune.com/,oregon
Herald and News,https://www.heraldandnews.com/,oregon
Argus Observer,http://www.argusobserver.com/,oregon
Journal of Commerce Portland,http://djcoregon.com/,oregon
News-Review Roseburg,https://www.nrtoday.com/,oregon
Dalles Chronicle,http://www.thedalleschronicle.com/,oregon
East Oregonian,http://www.eastoregonian.com/,oregon
Salem Statesman Journal,https://www.statesmanjournal.com/,oregon
Morning Call Allentown,https://www.mcall.com/,pennsylvania
The Patriot News,https://www.pennlive.com/,pennsylvania
Pittsburgh Post-Gazette,http://www.post-gazette.com/,pennsylvania
Hanover Evening Sun,https://www.eveningsun.com/,pennsylvania
Wayne Independent,http://www.wayneindependent.com/,pennsylvania
Altoona Mirror,http://www.altoonamirror.com/,pennsylvania
Press Enterprise Bloomsburg,https://www.pressenterpriseonline.com/,pennsylvania
Beaver County Times,http://www.timesonline.com/,pennsylvania
Bradford Era,http://www.bradfordera.com/,pennsylvania
Cumberlink Sentinel,https://cumberlink.com/,pennsylvania
Butler Eagle,http://www.butlereagle.com/,pennsylvania
Gettysburg Times,http://www.gettysburgtimes.com/,pennsylvania
Hazleton Standard-Speaker,https://www.standardspeaker.com/,pennsylvania
Lebanon Daily News,https://www.ldnews.com/,pennsylvania
Indiana Gazette,https://www.indianagazette.com/,pennsylvania
Courier Express Dubois,http://www.thecourierexpress.com/,pennsylvania
Erie Times-News,http://www.goerie.com/,pennsylvania
Easton Express-Times,https://www.lehighvalleylive.com/,pennsylvania
Lehighton Times News,https://www.tnonline.com/,pennsylvania
Lewistown Sentinel,http://www.lewistownsentinel.com/,pennsylvania
Bucks County Courier Times,http://www.buckscountycouriertimes.com/,pennsylvania
Lock Haven Express,http://www.lockhaven.com/,pennsylvania
Norristown Times Herald,https://www.timesherald.com/,pennsylvania
New Castle News,http://www.ncnewsonline.com/,pennsylvania
Oil City Derrick,http://www.thederrick.com/,pennsylvania
Phoenixville News,https://www.phoenixvillenews.com/,pennsylvania
Pittsburgh Tribune-Review,http://triblive.com/,pennsylvania
